#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000002473_02194	794903.OPIT5_30075	3.48e-13	76.6	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	CD225,DUF4339,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_03055	794903.OPIT5_28255	2.26e-15	82.8	COG2165@1|root,COG2165@2|Bacteria,46YFQ@74201|Verrucomicrobia,3K9GZ@414999|Opitutae	414999|Opitutae	NU	general secretion pathway protein	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl,SBP_bac_10
MGYG000002473_00213	1226325.HMPREF1548_00158	1.5e-118	371.0	COG3669@1|root,COG3669@2|Bacteria,1TQH2@1239|Firmicutes,24B8Y@186801|Clostridia,36F4D@31979|Clostridiaceae	186801|Clostridia	G	Psort location Cytoplasmic, score 7.50	-	-	3.2.1.51	ko:K01206	ko00511,map00511	-	-	-	ko00000,ko00001,ko01000,ko04147	-	GH29	-	Alpha_L_fucos,CBM_6,F5_F8_type_C,FIVAR
MGYG000002473_02365	400682.PAC_15723304	3.64e-09	65.1	KOG2983@1|root,KOG3716@1|root,KOG2983@2759|Eukaryota,KOG3716@2759|Eukaryota,3AN4Z@33154|Opisthokonta	33154|Opisthokonta	I	Belongs to the carnitine choline acetyltransferase family	-	-	2.3.1.21,2.3.1.7	ko:K00624,ko:K08765,ko:K14848,ko:K19523	ko00071,ko01212,ko03320,ko04146,ko04152,ko04714,ko04920,ko04922,ko04931,map00071,map01212,map03320,map04146,map04152,map04714,map04920,map04922,map04931	-	R01923,R02396	RC00004,RC00037,RC02816	ko00000,ko00001,ko01000,ko03009,ko03029	-	-	-	CAF1C_H4-bd,Carn_acyltransf,D123,Dynamin_M,Dynamin_N,WD40
MGYG000002473_03163	1123508.JH636443_gene4940	4.15e-47	166.0	COG0344@1|root,COG0344@2|Bacteria,2J0DJ@203682|Planctomycetes	203682|Planctomycetes	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	plsY	-	2.3.1.15	ko:K08591	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	DUF4149,G3P_acyltransf
MGYG000002473_01284	180332.JTGN01000012_gene426	1.17e-72	218.0	arCOG09714@1|root,316P9@2|Bacteria,1V7WP@1239|Firmicutes,24K29@186801|Clostridia	186801|Clostridia	S	COG NOG16854 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_02285	1499968.TCA2_5317	1.45e-152	449.0	COG1486@1|root,COG1486@2|Bacteria,1TQ9I@1239|Firmicutes,4HCGH@91061|Bacilli,26V5X@186822|Paenibacillaceae	91061|Bacilli	G	Family 4 glycosyl hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_4,Glyco_hydro_4C
MGYG000002473_02369	313628.LNTAR_00985	3.77e-17	84.0	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_00615	1121948.AUAC01000007_gene386	1.46e-52	192.0	COG2804@1|root,COG2804@2|Bacteria,1MU7V@1224|Proteobacteria,2TRMU@28211|Alphaproteobacteria,43WX6@69657|Hyphomonadaceae	28211|Alphaproteobacteria	NU	COG2804 Type II secretory pathway, ATPase PulE Tfp pilus assembly pathway, ATPase PilB	gspE	-	-	ko:K02454	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSE,T2SSE_N
MGYG000002473_02193	572479.Hprae_1089	1.35e-08	63.9	COG1609@1|root,COG1609@2|Bacteria,1TPZM@1239|Firmicutes,248WQ@186801|Clostridia,3WAJQ@53433|Halanaerobiales	186801|Clostridia	K	PFAM Bacterial regulatory proteins, lacI family	-	-	5.1.1.1	ko:K01775	ko00473,ko01100,ko01502,map00473,map01100,map01502	-	R00401	RC00285	ko00000,ko00001,ko01000,ko01011	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3
MGYG000002473_00762	794903.OPIT5_17595	2.41e-12	72.0	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	CD225,DUF4339,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_02627	1033810.HLPCO_001624	3.77e-09	57.4	COG2963@1|root,COG2963@2|Bacteria	2|Bacteria	L	transposase activity	-	-	-	ko:K07483,ko:K07484,ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,HTH_24,HTH_28,HTH_Tnp_1,NUDIX,Sigma70_r4,TnpB_IS66,rve
MGYG000002473_00485	1033810.HLPCO_001624	3.77e-09	57.4	COG2963@1|root,COG2963@2|Bacteria	2|Bacteria	L	transposase activity	-	-	-	ko:K07483,ko:K07484,ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,HTH_24,HTH_28,HTH_Tnp_1,NUDIX,Sigma70_r4,TnpB_IS66,rve
MGYG000002473_02629	1033810.HLPCO_001624	3.77e-09	57.4	COG2963@1|root,COG2963@2|Bacteria	2|Bacteria	L	transposase activity	-	-	-	ko:K07483,ko:K07484,ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,HTH_24,HTH_28,HTH_Tnp_1,NUDIX,Sigma70_r4,TnpB_IS66,rve
MGYG000002473_01694	313628.LNTAR_01622	1.46e-14	68.2	COG0255@1|root,COG0255@2|Bacteria	2|Bacteria	J	Belongs to the universal ribosomal protein uL29 family	rpmC	GO:0000027,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02904	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L16,Ribosomal_L29
MGYG000002473_02643	59374.Fisuc_1322	8.9e-162	470.0	COG0205@1|root,COG0205@2|Bacteria	2|Bacteria	G	6-phosphofructokinase activity	pfkA	-	2.7.1.11	ko:K00850	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04152,ko05230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04152,map05230	M00001,M00345	R00756,R03236,R03237,R03238,R03239,R04779	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000,ko01009,ko03019	-	-	-	PFK
MGYG000002473_03094	324057.Pjdr2_4222	1.28e-218	615.0	COG4948@1|root,COG4948@2|Bacteria,1TS0S@1239|Firmicutes,4HC1G@91061|Bacilli,26VB1@186822|Paenibacillaceae	91061|Bacilli	M	mandelate racemase muconate lactonizing	-	-	-	-	-	-	-	-	-	-	-	-	MR_MLE_C,MR_MLE_N
MGYG000002473_02468	525897.Dbac_2132	1.38e-198	562.0	COG2873@1|root,COG2873@2|Bacteria,1NQME@1224|Proteobacteria,43DRR@68525|delta/epsilon subdivisions,2X70U@28221|Deltaproteobacteria,2M80T@213115|Desulfovibrionales	28221|Deltaproteobacteria	E	PFAM Cys Met metabolism	metY-1	-	2.5.1.49	ko:K01740	ko00270,ko01100,map00270,map01100	-	R01287,R04859	RC00020,RC02821,RC02848	ko00000,ko00001,ko01000	-	-	-	Cys_Met_Meta_PP
MGYG000002473_02287	794903.OPIT5_09665	1.27e-92	302.0	COG5434@1|root,COG5434@2|Bacteria,46YB3@74201|Verrucomicrobia,3K98R@414999|Opitutae	414999|Opitutae	M	Parallel beta-helix repeats	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix
MGYG000002473_01320	794903.OPIT5_28675	2.28e-85	267.0	COG0845@1|root,COG0845@2|Bacteria,46YV6@74201|Verrucomicrobia,3K803@414999|Opitutae	414999|Opitutae	M	HlyD family secretion protein	-	-	-	ko:K01993	-	-	-	-	ko00000	-	-	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
MGYG000002473_03298	313628.LNTAR_24059	2.08e-163	481.0	COG0111@1|root,COG0111@2|Bacteria	2|Bacteria	EH	4-phosphoerythronate dehydrogenase activity	-	-	1.1.1.399,1.1.1.95	ko:K00058	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R01513	RC00031	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	2-Hacid_dh,2-Hacid_dh_C,ACT
MGYG000002473_01700	243160.BMA2618	2.56e-49	160.0	COG0096@1|root,COG0096@2|Bacteria,1RDG3@1224|Proteobacteria,2VRBD@28216|Betaproteobacteria,1K77S@119060|Burkholderiaceae	28216|Betaproteobacteria	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit	rpsH	-	-	ko:K02994	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S8
MGYG000002473_03440	1235815.BAIX01000022_gene1668	6.57e-79	247.0	COG2996@1|root,COG2996@2|Bacteria,4NGS6@976|Bacteroidetes,2FP01@200643|Bacteroidia	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	yitL	-	-	ko:K00243	-	-	-	-	ko00000	-	-	-	S1,S1_2
MGYG000002473_00043	1046714.AMRX01000006_gene3194	1.76e-59	220.0	28P6A@1|root,2ZC10@2|Bacteria,1RBZE@1224|Proteobacteria,1RRNS@1236|Gammaproteobacteria,46B6N@72275|Alteromonadaceae	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_01084	1384066.JAGT01000001_gene361	8.03e-242	673.0	COG1135@1|root,COG1135@2|Bacteria,1TQPH@1239|Firmicutes,248JX@186801|Clostridia,3WJAQ@541000|Ruminococcaceae	186801|Clostridia	P	P-loop Domain of unknown function (DUF2791)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2791
MGYG000002473_02490	1033743.CAES01000046_gene277	1.25e-90	283.0	COG0673@1|root,COG0673@2|Bacteria,1UWP1@1239|Firmicutes,4I6SZ@91061|Bacilli,26USD@186822|Paenibacillaceae	91061|Bacilli	S	Oxidoreductase family, NAD-binding Rossmann fold	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
MGYG000002473_02928	314230.DSM3645_23116	2.98e-77	242.0	COG0345@1|root,COG0345@2|Bacteria,2IY5U@203682|Planctomycetes	203682|Planctomycetes	E	Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline	proC	-	1.5.1.2	ko:K00286	ko00330,ko01100,ko01110,ko01130,ko01230,map00330,map01100,map01110,map01130,map01230	M00015	R01248,R01251,R03291,R03293	RC00054,RC00083	ko00000,ko00001,ko00002,ko01000	-	-	-	F420_oxidored,P5CR_dimer
MGYG000002473_03320	794903.OPIT5_12735	1.01e-192	591.0	COG3664@1|root,COG3664@2|Bacteria	2|Bacteria	G	PFAM glycoside hydrolase family 39	-	-	-	-	-	-	-	-	-	-	-	-	CBM9_1,CBM_6,Glyco_hydro_39,Glyco_hydro_92,Glyco_hydro_cc
MGYG000002473_01268	906968.Trebr_2314	4.37e-19	81.3	COG1905@1|root,COG1905@2|Bacteria,2J9F5@203691|Spirochaetes	203691|Spirochaetes	C	Thioredoxin-like [2Fe-2S] ferredoxin	-	-	1.6.5.3	ko:K00334	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	2Fe-2S_thioredx
MGYG000002473_00693	1121918.ARWE01000001_gene3647	3.49e-55	187.0	COG1600@1|root,COG1600@2|Bacteria,1RAYI@1224|Proteobacteria,42R4W@68525|delta/epsilon subdivisions,2WK0B@28221|Deltaproteobacteria,43TIM@69541|Desulfuromonadales	28221|Deltaproteobacteria	C	Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_01432	555779.Dthio_PD2708	1.02e-41	142.0	COG2165@1|root,COG2165@2|Bacteria,1RDX2@1224|Proteobacteria,42SFB@68525|delta/epsilon subdivisions,2WP3B@28221|Deltaproteobacteria,2MCQM@213115|Desulfovibrionales	28221|Deltaproteobacteria	U	PFAM type II secretion system protein G	gspG	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	N_methyl,T2SSG
MGYG000002473_02461	525904.Tter_2529	3.15e-27	128.0	COG3534@1|root,COG3534@2|Bacteria	2|Bacteria	G	alpha-L-arabinofuranosidase	-	-	-	-	-	-	-	-	-	-	-	-	Alpha-L-AF_C,CBM9_1,CBM_11,Glyco_hydro_39,Glyco_hydro_44,Laminin_G_3
MGYG000002473_02427	1396141.BATP01000057_gene3034	2.18e-181	521.0	COG1109@1|root,COG1109@2|Bacteria,46SJ2@74201|Verrucomicrobia,2ITTH@203494|Verrucomicrobiae	203494|Verrucomicrobiae	G	Phosphoglucomutase/phosphomannomutase, C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
MGYG000002473_01779	278957.ABEA03000085_gene2597	1.2e-127	381.0	2DBG6@1|root,2Z92K@2|Bacteria,46Y39@74201|Verrucomicrobia,3K8VB@414999|Opitutae	414999|Opitutae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_00790	313628.LNTAR_04616	7.79e-43	145.0	COG0359@1|root,COG0359@2|Bacteria	2|Bacteria	J	rRNA binding	rplI	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070180,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02939	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	DHH,DHHA1,Ribosomal_L9_C,Ribosomal_L9_N
MGYG000002473_03299	794903.OPIT5_00610	1.64e-44	163.0	COG1609@1|root,COG1609@2|Bacteria,46YRS@74201|Verrucomicrobia,3K99R@414999|Opitutae	414999|Opitutae	K	helix_turn_helix gluconate operon transcriptional repressor	-	-	-	-	-	-	-	-	-	-	-	-	GntR,Peripla_BP_3
MGYG000002473_01822	251221.35211901	6.03e-34	123.0	COG1576@1|root,COG1576@2|Bacteria,1G89E@1117|Cyanobacteria	1117|Cyanobacteria	J	Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA	rlmH	-	2.1.1.177	ko:K00783	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	SPOUT_MTase
MGYG000002473_03365	1403819.BATR01000118_gene4166	4.04e-126	371.0	COG0332@1|root,COG0332@2|Bacteria,46SE2@74201|Verrucomicrobia,2ITMR@203494|Verrucomicrobiae	203494|Verrucomicrobiae	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids	fabH	-	2.3.1.180	ko:K00648	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00082,M00083	R10707	RC00004,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	ACP_syn_III,ACP_syn_III_C
MGYG000002473_02787	313628.LNTAR_05256	4.43e-41	142.0	COG0203@1|root,COG0203@2|Bacteria	2|Bacteria	J	mitochondrial genome maintenance	rplQ	GO:0000027,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02879,ko:K16193	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	2Fe-2S_thioredx,Ribosomal_L17
MGYG000002473_03281	1280671.AUJH01000002_gene1656	1.35e-65	208.0	COG0800@1|root,COG0800@2|Bacteria,1TS0F@1239|Firmicutes,248GA@186801|Clostridia,4BXNR@830|Butyrivibrio	186801|Clostridia	G	KDPG and KHG aldolase	eda	-	4.1.2.14,4.1.3.42	ko:K01625	ko00030,ko00630,ko01100,ko01120,ko01200,map00030,map00630,map01100,map01120,map01200	M00008,M00061,M00308,M00631	R00470,R05605	RC00307,RC00308,RC00435	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldolase
MGYG000002473_00840	278957.ABEA03000214_gene4243	1.86e-11	69.7	COG1917@1|root,COG4977@1|root,COG1917@2|Bacteria,COG4977@2|Bacteria,46WEY@74201|Verrucomicrobia,3K92Z@414999|Opitutae	414999|Opitutae	K	Transcriptional regulator	-	-	-	ko:K02854	-	-	-	-	ko00000,ko03000	-	-	-	AraC_binding,HTH_18,PAS_4
MGYG000002473_02049	583355.Caka_0534	6.07e-46	166.0	COG1609@1|root,COG1609@2|Bacteria	2|Bacteria	K	purine nucleotide biosynthetic process	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
MGYG000002473_01911	1437609.BCAL_1872	8.02e-82	253.0	COG2227@1|root,COG2227@2|Bacteria,2HZIP@201174|Actinobacteria,4D0K6@85004|Bifidobacteriales	201174|Actinobacteria	H	ubiE/COQ5 methyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11
MGYG000002473_01887	243090.RB343	2.52e-21	95.5	COG2755@1|root,COG2755@2|Bacteria,2IZB1@203682|Planctomycetes	203682|Planctomycetes	E	lipolytic protein G-D-S-L family	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2,SASA
MGYG000002473_01890	573413.Spirs_1305	8.33e-34	126.0	COG2059@1|root,COG2059@2|Bacteria,2J7W5@203691|Spirochaetes	203691|Spirochaetes	P	Chromate transport protein	-	-	-	ko:K07240	-	-	-	-	ko00000,ko02000	2.A.51.1	-	-	Chromate_transp
MGYG000002473_03064	649831.L083_3519	5.63e-35	137.0	COG1609@1|root,COG1609@2|Bacteria,2GJ5Q@201174|Actinobacteria,4DAI7@85008|Micromonosporales	201174|Actinobacteria	K	transcriptional	-	-	-	-	-	-	-	-	-	-	-	-	LacI,Peripla_BP_3
MGYG000002473_00641	860228.Ccan_09890	3.96e-05	49.3	COG1652@1|root,COG1652@2|Bacteria,4NNRS@976|Bacteroidetes,1I1Y9@117743|Flavobacteriia	976|Bacteroidetes	S	LysM domain	-	-	-	-	-	-	-	-	-	-	-	-	LysM
MGYG000002473_01695	656519.Halsa_1912	6.84e-30	108.0	COG0186@1|root,COG0186@2|Bacteria,1V9YC@1239|Firmicutes,24MSW@186801|Clostridia,3WAVI@53433|Halanaerobiales	186801|Clostridia	J	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA	rpsQ	-	-	ko:K02961	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S17
MGYG000002473_00397	452637.Oter_0359	1.77e-89	289.0	COG3507@1|root,COG3507@2|Bacteria	2|Bacteria	G	Belongs to the glycosyl hydrolase 43 family	-	-	-	-	-	-	-	-	-	-	-	-	CarboxypepD_reg,F5_F8_type_C,Glyco_hydro_43,fn3
MGYG000002473_03460	862514.HMPREF0623_0302	9.9e-28	122.0	2EQYH@1|root,33II5@2|Bacteria,1UWD6@1239|Firmicutes,4IGW7@91061|Bacilli,3F8V8@33958|Lactobacillaceae	91061|Bacilli	S	Calcineurin-like phosphoesterase	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2
MGYG000002473_02100	305900.GV64_01235	6.69e-107	318.0	COG0284@1|root,COG0284@2|Bacteria,1MWH5@1224|Proteobacteria,1RSMJ@1236|Gammaproteobacteria,1XND5@135619|Oceanospirillales	135619|Oceanospirillales	F	Belongs to the OMP decarboxylase family. Type 2 subfamily	pyrF	-	-	-	-	-	-	-	-	-	-	-	OMPdecase
MGYG000002473_03140	794903.OPIT5_24510	3.65e-123	374.0	2A1VR@1|root,30Q50@2|Bacteria,46XZK@74201|Verrucomicrobia,3K8PA@414999|Opitutae	414999|Opitutae	S	MFS/sugar transport protein	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
MGYG000002473_03162	485915.Dret_0127	1.58e-14	79.0	COG1434@1|root,COG1434@2|Bacteria,1MVW8@1224|Proteobacteria,42SRW@68525|delta/epsilon subdivisions,2WQHD@28221|Deltaproteobacteria,2ME2Y@213115|Desulfovibrionales	28221|Deltaproteobacteria	S	DUF218 domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF218
MGYG000002473_01509	1201290.M902_1361	0.000249	51.2	COG1277@1|root,COG1277@2|Bacteria,1NCXV@1224|Proteobacteria,42VK2@68525|delta/epsilon subdivisions,2MT92@213481|Bdellovibrionales,2WRNT@28221|Deltaproteobacteria	213481|Bdellovibrionales	S	ABC-type transport system involved in multi-copper enzyme maturation, permease component	-	-	-	-	-	-	-	-	-	-	-	-	ABC2_membrane_2
MGYG000002473_01671	1288079.AUKN01000014_gene525	2.35e-10	72.4	COG0613@1|root,COG0613@2|Bacteria,2GNPF@201174|Actinobacteria	201174|Actinobacteria	Q	phytanoyl-CoA dioxygenase	-	-	-	-	-	-	-	-	-	-	-	-	PHP,PHP_C
MGYG000002473_02888	903814.ELI_1948	5.18e-32	115.0	COG1687@1|root,COG1687@2|Bacteria,1V9YS@1239|Firmicutes,24MSG@186801|Clostridia,25X4J@186806|Eubacteriaceae	186801|Clostridia	E	Branched-chain amino acid transport protein (AzlD)	azlD	-	-	-	-	-	-	-	-	-	-	-	AzlC,AzlD
MGYG000002473_02968	1232447.BAHW02000038_gene2666	6.81e-146	431.0	COG0534@1|root,COG0534@2|Bacteria,1TNZN@1239|Firmicutes,249Q3@186801|Clostridia,267PN@186813|unclassified Clostridiales	186801|Clostridia	V	Polysaccharide biosynthesis C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	MatE
MGYG000002473_01111	405948.SACE_3876	3.4e-69	226.0	COG2017@1|root,COG2017@2|Bacteria,2IDCU@201174|Actinobacteria	201174|Actinobacteria	G	Domain of unknown function (DUF4432)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4432
MGYG000002473_01613	686578.AFFX01000009_gene2865	3.06e-43	168.0	COG1538@1|root,COG1538@2|Bacteria,1MUHM@1224|Proteobacteria,1RNNS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	MU	outer membrane efflux protein	-	-	-	-	-	-	-	-	-	-	-	-	OEP
MGYG000002473_00450	497964.CfE428DRAFT_5395	3.93e-135	394.0	COG0136@1|root,COG0136@2|Bacteria,46S74@74201|Verrucomicrobia	74201|Verrucomicrobia	E	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate	asd	-	1.2.1.11	ko:K00133	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R02291	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	-	Semialdhyde_dh,Semialdhyde_dhC
MGYG000002473_03538	313628.LNTAR_03479	3.05e-21	92.4	COG1716@1|root,COG1716@2|Bacteria	2|Bacteria	T	histone H2A K63-linked ubiquitination	-	-	-	-	-	-	-	-	-	-	-	-	FHA,Guanylate_cyc,RDD,Trans_reg_C,Yop-YscD_cpl
MGYG000002473_01604	697281.Mahau_1084	2.78e-64	204.0	COG5012@1|root,COG5012@2|Bacteria,1V1P0@1239|Firmicutes,24G08@186801|Clostridia,42FJI@68295|Thermoanaerobacterales	186801|Clostridia	S	Methionine synthase B12-binding module cap domain protein	-	-	2.1.1.13	ko:K00548	ko00270,ko00450,ko00670,ko01100,ko01110,ko01230,map00270,map00450,map00670,map01100,map01110,map01230	M00017	R00946,R09365	RC00035,RC00113,RC01241	ko00000,ko00001,ko00002,ko01000	-	-	-	B12-binding,B12-binding_2
MGYG000002473_02816	794903.OPIT5_10190	1.85e-17	87.0	COG2165@1|root,COG2165@2|Bacteria,46YIJ@74201|Verrucomicrobia,3K9NQ@414999|Opitutae	414999|Opitutae	NU	Prokaryotic N-terminal methylation motif	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl,SBP_bac_10
